,id,doi,type,funding_type,title,publication_year,publication_date,language,authorships-author-author_id,authorships-author-display_name,author_position,orcid,apc_list,apc_paid,fwci,has_fulltext,cited_by_count,citation_normalized_percentile-value,is_in_top_1_percent,is_in_top_10_percent,volume,issue,first_page,last_page,topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name,retracted,index location,primary_location-source-display_name,is_oa,oa_status,license,institution_id,institution_name,raw_affiliation_strings,country_code,ror,lineage
905,https://openalex.org/W2910002380,,dataset,,Data from: Hairpins in the conformations of a confined polymer,2018,2018-01-01,en,https://openalex.org/A5001254323,Erik Werner,first,https://orcid.org/0000-0002-6377-9897,,,,False,0,,,,,,,,https://openalex.org/T10405,Advanced Polymer Synthesis and Characterization,https://openalex.org/subfields/1605,Organic Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences,False,,University of Minnesota Digital Conservancy (University of Minnesota),False,closed,,,,,,,
906,https://openalex.org/W2910002380,,dataset,,Data from: Hairpins in the conformations of a confined polymer,2018,2018-01-01,en,https://openalex.org/A5064708063,Aashish Jain,middle,https://orcid.org/0000-0001-7580-8694,,,,False,0,,,,,,,,https://openalex.org/T10405,Advanced Polymer Synthesis and Characterization,https://openalex.org/subfields/1605,Organic Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences,False,,University of Minnesota Digital Conservancy (University of Minnesota),False,closed,,,,,,,
907,https://openalex.org/W2910002380,,dataset,,Data from: Hairpins in the conformations of a confined polymer,2018,2018-01-01,en,https://openalex.org/A5088536040,Abhiram Muralidhar,middle,https://orcid.org/0000-0002-2563-3272,,,,False,0,,,,,,,,https://openalex.org/T10405,Advanced Polymer Synthesis and Characterization,https://openalex.org/subfields/1605,Organic Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences,False,,University of Minnesota Digital Conservancy (University of Minnesota),False,closed,,,,,,,
908,https://openalex.org/W2910002380,,dataset,,Data from: Hairpins in the conformations of a confined polymer,2018,2018-01-01,en,https://openalex.org/A5010912162,Karolin Frykholm,middle,,,,,False,0,,,,,,,,https://openalex.org/T10405,Advanced Polymer Synthesis and Characterization,https://openalex.org/subfields/1605,Organic Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences,False,,University of Minnesota Digital Conservancy (University of Minnesota),False,closed,,,,,,,
909,https://openalex.org/W2910002380,,dataset,,Data from: Hairpins in the conformations of a confined polymer,2018,2018-01-01,en,https://openalex.org/A5000475430,Toby St Clere Smithe,middle,https://orcid.org/0000-0002-8317-8722,,,,False,0,,,,,,,,https://openalex.org/T10405,Advanced Polymer Synthesis and Characterization,https://openalex.org/subfields/1605,Organic Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences,False,,University of Minnesota Digital Conservancy (University of Minnesota),False,closed,,,,,,,
910,https://openalex.org/W2910002380,,dataset,,Data from: Hairpins in the conformations of a confined polymer,2018,2018-01-01,en,https://openalex.org/A5059488987,Joachim Fritzsche,middle,https://orcid.org/0000-0001-8660-2624,,,,False,0,,,,,,,,https://openalex.org/T10405,Advanced Polymer Synthesis and Characterization,https://openalex.org/subfields/1605,Organic Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences,False,,University of Minnesota Digital Conservancy (University of Minnesota),False,closed,,,,,,,
911,https://openalex.org/W2910002380,,dataset,,Data from: Hairpins in the conformations of a confined polymer,2018,2018-01-01,en,https://openalex.org/A5090791975,Fredrik Westerlund,middle,https://orcid.org/0000-0002-4767-4868,,,,False,0,,,,,,,,https://openalex.org/T10405,Advanced Polymer Synthesis and Characterization,https://openalex.org/subfields/1605,Organic Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences,False,,University of Minnesota Digital Conservancy (University of Minnesota),False,closed,,,,,,,
912,https://openalex.org/W2910002380,,dataset,,Data from: Hairpins in the conformations of a confined polymer,2018,2018-01-01,en,https://openalex.org/A5080268173,Kevin D. Dorfman,middle,https://orcid.org/0000-0003-0065-5157,,,,False,0,,,,,,,,https://openalex.org/T10405,Advanced Polymer Synthesis and Characterization,https://openalex.org/subfields/1605,Organic Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences,False,,University of Minnesota Digital Conservancy (University of Minnesota),False,closed,,,,,,,
913,https://openalex.org/W2910002380,,dataset,,Data from: Hairpins in the conformations of a confined polymer,2018,2018-01-01,en,https://openalex.org/A5074141887,B. Mehlig,last,https://orcid.org/0000-0002-3672-6538,,,,False,0,,,,,,,,https://openalex.org/T10405,Advanced Polymer Synthesis and Characterization,https://openalex.org/subfields/1605,Organic Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences,False,,University of Minnesota Digital Conservancy (University of Minnesota),False,closed,,,,,,,
914,https://openalex.org/W2910035913,https://doi.org/10.13020/d67700,dataset,,Judging Similarity: A User-Centric Study of Related Item Recommendations - Dataset,2018,2018-01-01,en,https://openalex.org/A5101749121,Yuan Yao,first,https://orcid.org/0000-0003-1283-0397,,,,False,0,,,,,,,,https://openalex.org/T10203,Recommender Systems and Techniques,https://openalex.org/subfields/1710,Information Systems,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences,False,datacite,University of Minnesota Digital Conservancy (University of Minnesota),True,green,cc-by,,,,,,
915,https://openalex.org/W2910035913,https://doi.org/10.13020/d67700,dataset,,Judging Similarity: A User-Centric Study of Related Item Recommendations - Dataset,2018,2018-01-01,en,https://openalex.org/A5029009966,F. Maxwell Harper,last,https://orcid.org/0000-0003-0552-5773,,,,False,0,,,,,,,,https://openalex.org/T10203,Recommender Systems and Techniques,https://openalex.org/subfields/1710,Information Systems,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences,False,datacite,University of Minnesota Digital Conservancy (University of Minnesota),True,green,cc-by,,,,,,
916,https://openalex.org/W2910573046,https://doi.org/10.13020/d6gt1d,dataset,,Accelerating self-consistent field theory of block polymers in a variable unit cell,2017,2017-12-07,en,https://openalex.org/A5042335066,Akash Arora,first,https://orcid.org/0000-0002-2260-269X,,,,False,0,,,,,,,,https://openalex.org/T12044,Advanced Physical and Chemical Molecular Interactions,https://openalex.org/subfields/1606,Physical and Theoretical Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences,False,datacite,University of Minnesota Digital Conservancy (University of Minnesota),True,green,public-domain,,,,,,
917,https://openalex.org/W2910573046,https://doi.org/10.13020/d6gt1d,dataset,,Accelerating self-consistent field theory of block polymers in a variable unit cell,2017,2017-12-07,en,https://openalex.org/A5045830070,David C. Morse,middle,https://orcid.org/0000-0002-1033-8641,,,,False,0,,,,,,,,https://openalex.org/T12044,Advanced Physical and Chemical Molecular Interactions,https://openalex.org/subfields/1606,Physical and Theoretical Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences,False,datacite,University of Minnesota Digital Conservancy (University of Minnesota),True,green,public-domain,,,,,,
918,https://openalex.org/W2910573046,https://doi.org/10.13020/d6gt1d,dataset,,Accelerating self-consistent field theory of block polymers in a variable unit cell,2017,2017-12-07,en,https://openalex.org/A5069824583,Frank S. Bates,middle,https://orcid.org/0000-0003-3977-1278,,,,False,0,,,,,,,,https://openalex.org/T12044,Advanced Physical and Chemical Molecular Interactions,https://openalex.org/subfields/1606,Physical and Theoretical Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences,False,datacite,University of Minnesota Digital Conservancy (University of Minnesota),True,green,public-domain,,,,,,
919,https://openalex.org/W2910573046,https://doi.org/10.13020/d6gt1d,dataset,,Accelerating self-consistent field theory of block polymers in a variable unit cell,2017,2017-12-07,en,https://openalex.org/A5080268173,Kevin D. Dorfman,last,https://orcid.org/0000-0003-0065-5157,,,,False,0,,,,,,,,https://openalex.org/T12044,Advanced Physical and Chemical Molecular Interactions,https://openalex.org/subfields/1606,Physical and Theoretical Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences,False,datacite,University of Minnesota Digital Conservancy (University of Minnesota),True,green,public-domain,,,,,,
920,https://openalex.org/W2910625097,https://doi.org/10.13020/d6696n,dataset,,Sequence-Dependent Persistence Length of Long DNA,2014,2014-08-18,en,https://openalex.org/A5022630236,Hui-Min Chuang,first,,,,,False,0,,,,,,,,https://openalex.org/T11289,Single-cell and spatial transcriptomics,https://openalex.org/subfields/1312,Molecular Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences,False,datacite,University of Minnesota Digital Conservancy (University of Minnesota),True,green,,,,,,,
921,https://openalex.org/W2910625097,https://doi.org/10.13020/d6696n,dataset,,Sequence-Dependent Persistence Length of Long DNA,2014,2014-08-18,en,https://openalex.org/A5060489308,Jeffrey G. Reifenberger,middle,,,,,False,0,,,,,,,,https://openalex.org/T11289,Single-cell and spatial transcriptomics,https://openalex.org/subfields/1312,Molecular Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences,False,datacite,University of Minnesota Digital Conservancy (University of Minnesota),True,green,,,,,,,
922,https://openalex.org/W2910625097,https://doi.org/10.13020/d6696n,dataset,,Sequence-Dependent Persistence Length of Long DNA,2014,2014-08-18,en,https://openalex.org/A5040704785,Han Cao,middle,https://orcid.org/0000-0003-3612-6169,,,,False,0,,,,,,,,https://openalex.org/T11289,Single-cell and spatial transcriptomics,https://openalex.org/subfields/1312,Molecular Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences,False,datacite,University of Minnesota Digital Conservancy (University of Minnesota),True,green,,,,,,,
923,https://openalex.org/W2910625097,https://doi.org/10.13020/d6696n,dataset,,Sequence-Dependent Persistence Length of Long DNA,2014,2014-08-18,en,https://openalex.org/A5080268173,Kevin D. Dorfman,last,https://orcid.org/0000-0003-0065-5157,,,,False,0,,,,,,,,https://openalex.org/T11289,Single-cell and spatial transcriptomics,https://openalex.org/subfields/1312,Molecular Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences,False,datacite,University of Minnesota Digital Conservancy (University of Minnesota),True,green,,,,,,,
924,https://openalex.org/W2910788030,,dataset,,Data from: Tilted post arrays for separating long DNA,2014,2014-06-16,en,https://openalex.org/A5024577184,Joel D. P. Thomas,first,,,,,False,0,,,,,,,,https://openalex.org/T10434,Chromosomal and Genetic Variations,https://openalex.org/subfields/1110,Plant Science,https://openalex.org/fields/11,Agricultural and Biological Sciences,https://openalex.org/domains/1,Life Sciences,False,,University of Minnesota Digital Conservancy (University of Minnesota),False,closed,,,,,,,
925,https://openalex.org/W2910788030,,dataset,,Data from: Tilted post arrays for separating long DNA,2014,2014-06-16,en,https://openalex.org/A5080268173,Kevin D. Dorfman,last,https://orcid.org/0000-0003-0065-5157,,,,False,0,,,,,,,,https://openalex.org/T10434,Chromosomal and Genetic Variations,https://openalex.org/subfields/1110,Plant Science,https://openalex.org/fields/11,Agricultural and Biological Sciences,https://openalex.org/domains/1,Life Sciences,False,,University of Minnesota Digital Conservancy (University of Minnesota),False,closed,,,,,,,
926,https://openalex.org/W2910940765,,dataset,,Data from: The Odijk Regime in Slits,2014,2014-06-10,en,https://openalex.org/A5025202702,Douglas R. Tree,first,https://orcid.org/0000-0002-1412-0244,,,,False,0,,,,,,,,https://openalex.org/T13710,European and International Law Studies,https://openalex.org/subfields/3320,Political Science and International Relations,https://openalex.org/fields/33,Social Sciences,https://openalex.org/domains/2,Social Sciences,False,,University of Minnesota Digital Conservancy (University of Minnesota),False,closed,,,,,,,
927,https://openalex.org/W2910940765,,dataset,,Data from: The Odijk Regime in Slits,2014,2014-06-10,en,https://openalex.org/A5035545283,Wesley F. Reinhart,middle,https://orcid.org/0000-0001-7256-2123,,,,False,0,,,,,,,,https://openalex.org/T13710,European and International Law Studies,https://openalex.org/subfields/3320,Political Science and International Relations,https://openalex.org/fields/33,Social Sciences,https://openalex.org/domains/2,Social Sciences,False,,University of Minnesota Digital Conservancy (University of Minnesota),False,closed,,,,,,,
928,https://openalex.org/W2910940765,,dataset,,Data from: The Odijk Regime in Slits,2014,2014-06-10,en,https://openalex.org/A5080268173,Kevin D. Dorfman,last,https://orcid.org/0000-0003-0065-5157,,,,False,0,,,,,,,,https://openalex.org/T13710,European and International Law Studies,https://openalex.org/subfields/3320,Political Science and International Relations,https://openalex.org/fields/33,Social Sciences,https://openalex.org/domains/2,Social Sciences,False,,University of Minnesota Digital Conservancy (University of Minnesota),False,closed,,,,,,,
